,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price
298,2021-07-31,2021-08-06,R309,176TH STREET-JEROME AVENUE,14442.0,No,3.21
299,2021-07-31,2021-08-06,R310,111TH STREET-ROOSEVELT AVE,40792.0,No,3.21
300,2021-07-31,2021-08-06,R311,BOWERY STREET-DELANCEY ST,7997.0,No,3.21
301,2021-07-31,2021-08-06,R312,WEST 6TH STREET-SURF AVENUE,9316.0,No,3.21
302,2021-07-31,2021-08-06,R313,BUSHWICK AVENUE-ABERDEEN ST,6142.0,No,3.21
303,2021-07-31,2021-08-06,R314,103RD ST-CENTRAL PARK WEST,10979.0,No,3.21
304,2021-07-31,2021-08-06,R315,155TH STREET-8TH AVENUE,8577.0,No,3.21
305,2021-07-31,2021-08-06,R316,FLUSHING AVENUE-MARCY AVE,7920.0,No,3.21
306,2021-07-31,2021-08-06,R317,LAFAYETTE AV-WASHINGTON AV,10707.0,No,3.21
307,2021-07-31,2021-08-06,R318,FULTON STREET-LAFAYETTE AV,12219.0,No,3.21
308,2021-07-31,2021-08-06,R319,63RD STREET-LEXINGTON AVE,37798.0,No,3.21
309,2021-07-31,2021-08-06,R320,CANAL STREET-VARICK STREET,9499.0,No,3.21
310,2021-07-31,2021-08-06,R321,18TH STREET-7TH AVENUE,13268.0,No,3.21
311,2021-07-31,2021-08-06,R322,SPRING STREET-LAFAYETTE ST,22281.0,No,3.21
312,2021-07-31,2021-08-06,R323,111TH STREET-LENOX AVENUE,17169.0,No,3.21
313,2021-07-31,2021-08-06,R324,116TH STREET-LENOX AVENUE,24641.0,No,3.21
314,2021-07-31,2021-08-06,R325,WHITLOCK AVE-WESTCHESTER AV,5526.0,No,3.21
315,2021-07-31,2021-08-06,R326,ZEREGA AVE-WESTCHESTER AVE,6585.0,No,3.21
316,2021-07-31,2021-08-06,R327,52ND STREET-ROOSEVELT AVE,17202.0,No,3.21
317,2021-07-31,2021-08-06,R328,WILLETS PT BLVD-ROOSEVELT,19520.0,No,3.21
318,2021-07-31,2021-08-06,R329,MORRIS PARK-PAULDING AVENUE,5652.0,No,3.21
319,2021-07-31,2021-08-06,R330,3RD AVENUE-14TH STREET,13512.0,No,3.21
320,2021-07-31,2021-08-06,R331,155TH STREET-ST NICHOLAS AV,6268.0,No,3.21
321,2021-07-31,2021-08-06,R332,135TH STREET-ST NICHOLAS AV,10383.0,No,3.21
322,2021-07-31,2021-08-06,R333,116TH STREET-8TH AVENUE,15513.0,No,3.21
323,2021-07-31,2021-08-06,R334,110TH STREET-8TH AVENUE,17038.0,No,3.21
324,2021-07-31,2021-08-06,R335,GASTON AVENUE-BEACH 67TH ST,6536.0,No,3.21
325,2021-07-31,2021-08-06,R336,STRAITON AVE-BEACH 60TH ST,4974.0,No,3.21
326,2021-07-31,2021-08-06,R337,FRANK AVENUE-BEACH 44TH ST,1678.0,No,3.21
327,2021-07-31,2021-08-06,R338,EDGEMERE-BEACH 36TH STREET,2600.0,No,3.21
328,2021-07-31,2021-08-06,R339,36TH STREET-NORTHERN BLVD,8005.0,No,3.21
329,2021-07-31,2021-08-06,R340,65TH STREET-BROADWAY,9291.0,No,3.21
330,2021-07-31,2021-08-06,R341,75TH AVENUE-QUEENS BLVD,7401.0,No,3.21
331,2021-07-31,2021-08-06,R342,VAN WYCK BLVD-METROPOLITAN,14729.0,No,3.21
332,2021-07-31,2021-08-06,R343,FRANKLIN STREET-WEST BWAY,8777.0,No,3.21
333,2021-07-31,2021-08-06,R344,145TH STREET-LENOX AVENUE,7814.0,No,3.21
334,2021-07-31,2021-08-06,R345,148TH STREET-LENOX AVENUE,7913.0,No,3.21
335,2021-07-31,2021-08-06,R346,COURT SQ,12105.0,No,3.21
336,2021-07-31,2021-08-06,R347,69TH STREET-ROOSEVELT AVE,16149.0,No,3.21
337,2021-07-31,2021-08-06,R348,ATLANTIC AV-VAN SINDEREN AV,4061.0,No,3.21
338,2021-07-31,2021-08-06,R349,SUTTER AVE-VAN SINDEREN AVE,8019.0,No,3.21
339,2021-07-31,2021-08-06,R350,LIVONIA AVE-VAN SINDEREN AV,5734.0,No,3.21
340,2021-07-31,2021-08-06,R352,HEWES STREET-BROADWAY,6715.0,No,3.21
341,2021-07-31,2021-08-06,R353,LORIMER STREET-BROADWAY,10948.0,No,3.21
342,2021-07-31,2021-08-06,R354,104TH STREET-LIBERTY AVENUE,4565.0,No,3.21
343,2021-07-31,2021-08-06,R355,109TH STREET-LIBERTY AVENUE,5757.0,No,3.21
344,2021-07-31,2021-08-06,R356,LEFFERTS BLVD-LIBERTY AVE,16300.0,No,3.21
345,2021-07-31,2021-08-06,R357,NORTH CONDUIT AVE-COHANCEY,1953.0,No,3.21
346,2021-07-31,2021-08-06,R358,BEACH 25TH STREET-WAVECREST,4369.0,No,3.21
347,2021-07-31,2021-08-06,R359,COURT SQ-23 ST,26211.0,No,3.21
348,2021-07-31,2021-08-06,R360,21ST STREET-JACKSON AVENUE,4406.0,No,3.21
349,2021-07-31,2021-08-06,R361,PELHAM PKWY-WHITE PLAINS RD,19565.0,No,3.21
350,2021-07-31,2021-08-06,R362,ALLERTON AV-WHITE PLAINS RD,13436.0,No,3.21
351,2021-07-31,2021-08-06,R363,BURKE AVE-WHITE PLAINS ROAD,8283.0,No,3.21
352,2021-07-31,2021-08-06,R364,GUNHILL RD-WHITE PLAINS RD,14812.0,No,3.21
353,2021-07-31,2021-08-06,R365,219TH ST-WHITE PLAINS ROAD,7727.0,No,3.21
354,2021-07-31,2021-08-06,R366,225TH ST-WHITE PLAINS ROAD,9719.0,No,3.21
355,2021-07-31,2021-08-06,R367,233RD ST-WHITE PLAINS ROAD,11893.0,No,3.21
356,2021-07-31,2021-08-06,R368,9TH AVENUE-39TH STREET,14897.0,No,3.21
357,2021-07-31,2021-08-06,R369,FORT HAMILTON PKWY-45TH ST,11085.0,No,3.21
358,2021-07-31,2021-08-06,R370,71ST STREET-NEW UTRECHT AVE,13324.0,No,3.21
359,2021-07-31,2021-08-06,R371,79TH STREET-17TH AVENUE,15643.0,No,3.21
360,2021-07-31,2021-08-06,R372,18TH AVENUE-86TH STREET,15618.0,No,3.21
361,2021-07-31,2021-08-06,R373,20TH AVENUE-86TH STREET,12785.0,No,3.21
362,2021-07-31,2021-08-06,R374,BAY PARKWAY-86TH STREET,17973.0,No,3.21
363,2021-07-31,2021-08-06,R375,NEW LOTS AV-VAN SINDEREN AV,9152.0,No,3.21
364,2021-07-31,2021-08-06,R376,EAST 105TH ST-FARRAGUT ROAD,7557.0,No,3.21
365,2021-07-31,2021-08-06,R377,FLUSHING AVE-BROADWAY,19823.0,No,3.21
366,2021-07-31,2021-08-06,R378,MYRTLE AVENUE-BROADWAY,22882.0,No,3.21
367,2021-07-31,2021-08-06,R379,KOSCIUSZKO STREET-BROADWAY,12086.0,No,3.21
368,2021-07-31,2021-08-06,R380,GATES AVENUE-BROADWAY,15028.0,No,3.21
369,2021-07-31,2021-08-06,R381,HALSEY STREET-BROADWAY,13333.0,No,3.21
370,2021-07-31,2021-08-06,R382,GRANT AVENUE-PITKIN AVENUE,13475.0,No,3.21
371,2021-07-31,2021-08-06,R383,HUDSON STREET-78TH STREET,10409.0,No,3.21
372,2021-07-31,2021-08-06,R384,BOYD STREET-88TH STREET,7151.0,No,3.21
373,2021-07-31,2021-08-06,R385,ROCKAWAY BLVD-LIBERTY AVE,15895.0,No,3.21
374,2021-07-31,2021-08-06,R386,174TH STREET-SOUTHERN BLVD,13462.0,No,3.21
375,2021-07-31,2021-08-06,R387,EAST TREMONT AVENUE-178 ST,13984.0,No,3.21
376,2021-07-31,2021-08-06,R388,EAST 180TH ST-MORRIS PARK,17968.0,No,3.21
377,2021-07-31,2021-08-06,R389,BRONX PARK EAST,5987.0,No,3.21
378,2021-07-31,2021-08-06,R390,8TH AVENUE-62ND STREET,32003.0,No,3.21
379,2021-07-31,2021-08-06,R391,FORT HAMILTON PARKWAY-62ND,16418.0,No,3.21
380,2021-07-31,2021-08-06,R392,18TH AVENUE-62ND STREET,14289.0,No,3.21
381,2021-07-31,2021-08-06,R393,20TH AVENUE-62ND STREET,10694.0,No,3.21
382,2021-07-31,2021-08-06,R394,BAY PARKWAY-66TH STREET,20016.0,No,3.21
383,2021-07-31,2021-08-06,R395,KINGS HIGHWAY-WEST 7TH ST,14663.0,No,3.21
384,2021-07-31,2021-08-06,R396,AVENUE U-WEST 7TH STREET,10371.0,No,3.21
385,2021-07-31,2021-08-06,R397,86TH STREET-AVENUE V,7306.0,No,3.21
386,2021-07-31,2021-08-06,R398,NEW UTRECHT AVENUE-62ND ST,13601.0,No,3.21
387,2021-07-31,2021-08-06,R399,25TH AVENUE-86TH STREET,10857.0,No,3.21
388,2021-07-31,2021-08-06,R400,BAY 50TH STREET-STILLWELL,6586.0,No,3.21
389,2021-07-31,2021-08-06,R401,CENTRAL AVE-MYRTLE AVE,8490.0,No,3.21
390,2021-07-31,2021-08-06,R402,SENECA AVENUE-PALMETTO ST,7002.0,No,3.21
391,2021-07-31,2021-08-06,R403,FOREST AVENUE-PUTNAM AVENUE,10135.0,No,3.21
392,2021-07-31,2021-08-06,R404,FRESH POND ROAD-68TH AVENUE,14333.0,No,3.21
393,2021-07-31,2021-08-06,R405,JACKSON AVENUE-WESTCHESTER,8990.0,No,3.21
394,2021-07-31,2021-08-06,R406,PROSPECT AVENUE-WESTCHESTER,12762.0,No,3.21
395,2021-07-31,2021-08-06,R407,INTERVALE 163RD STREET,6889.0,No,3.21
396,2021-07-31,2021-08-06,R408,SIMPSON ST-WESTCHESTER AVE,14665.0,No,3.21
397,2021-07-31,2021-08-06,R409,FREEMAN ST-SOUTHERN BLVD,9662.0,No,3.21
398,2021-07-31,2021-08-06,R411,PARK PLACE-FRANKLIN AVENUE,3841.0,No,3.21
399,2021-07-31,2021-08-06,R412,BOTANIC GARDEN-FRANKLIN AVE,3225.0,No,3.21
400,2021-07-31,2021-08-06,R413,KNICKERBOCKER AVE-MYRTLE AV,9866.0,No,3.21
401,2021-07-31,2021-08-06,R414,HOWARD BEACH-159TH AVE,5888.0,No,3.21
402,2021-07-31,2021-08-06,R415,BROAD CHANNEL-NOEL ROAD,652.0,No,3.21
403,2021-07-31,2021-08-06,R416,HOLLAND-BEACH 90TH STREET,2756.0,No,3.21
404,2021-07-31,2021-08-06,R417,PLAYLAND-BEACH 98TH STREET,1456.0,No,3.21
405,2021-07-31,2021-08-06,R418,SEASIDE BEACH-105TH STREET,987.0,No,3.21
406,2021-07-31,2021-08-06,R419,ROCKAWAY PARK-BEACH 116TH,2232.0,No,3.21
407,2021-07-31,2021-08-06,R420,DITMAS AVE-MCDONALD AVE,8492.0,No,3.21
408,2021-07-31,2021-08-06,R421,AVENUE I-MCDONALD AVENUE,3465.0,No,3.21
409,2021-07-31,2021-08-06,R422,MCDONALD AVE-22ND AVE,1724.0,No,3.21
410,2021-07-31,2021-08-06,R423,AVENUE N-MCDONALD AVENUE,5646.0,No,3.21
411,2021-07-31,2021-08-06,R424,AVENUE P-MCDONALD AVENUE,4961.0,No,3.21
412,2021-07-31,2021-08-06,R425,AVENUE U-MCDONALD AVENUE,3242.0,No,3.21
413,2021-07-31,2021-08-06,R426,NEPTUNE AVE-MCDONALD AVENUE,2914.0,No,3.21
414,2021-07-31,2021-08-06,R427,MIDDLETOWN ROAD-WESTCHESTER,4514.0,No,3.21
415,2021-07-31,2021-08-06,R428,BUHRE AVE-WESTCHESTER AVE,8544.0,No,3.21
416,2021-07-31,2021-08-06,R429,PELHAM BAY PARK-BRUCKNER BL,11854.0,No,3.21
417,2021-07-31,2021-08-06,R430,PELHAM PKWY-ESPLANADE,6226.0,No,3.21
418,2021-07-31,2021-08-06,R431,DYRE AVENUE-LIGHT STREET,9236.0,No,3.21
419,2021-07-31,2021-08-06,R432,CHAUNCEY STREET-ROCKAWAY AV,7579.0,No,3.21
420,2021-07-31,2021-08-06,R433,ALABAMA AVENUE-FULTON ST,4548.0,No,3.21
421,2021-07-31,2021-08-06,R434,VAN SICLEN AVENUE-FULTON ST,7299.0,No,3.21
422,2021-07-31,2021-08-06,R435,CLEVELAND STREET-FULTON ST,6924.0,No,3.21
423,2021-07-31,2021-08-06,R436,NORWOOD AVENUE-FULTON ST,7206.0,No,3.21
424,2021-07-31,2021-08-06,R437,CRESCENT STREET-FULTON ST,12737.0,No,3.21
425,2021-07-31,2021-08-06,R438,RALPH AVENUE-FULTON STREET,12276.0,No,3.21
426,2021-07-31,2021-08-06,R439,ROCKAWAY AVE-HOPKINSON AVE,11792.0,No,3.21
427,2021-07-31,2021-08-06,R440,LIBERTY AVE-PENNSYLVANIA AV,5644.0,No,3.21
428,2021-07-31,2021-08-06,R441,VAN SICLEN AVE-PITKIN AVE,6864.0,No,3.21
429,2021-07-31,2021-08-06,R442,SHEPHERD AVE-PITKIN AVE,7512.0,No,3.21
430,2021-07-31,2021-08-06,R443,170TH STREET-GRAND CONC.,16297.0,No,3.21
431,2021-07-31,2021-08-06,R444,238TH ST-WHITE PLAINS ROAD,7817.0,No,3.21
432,2021-07-31,2021-08-06,R445,138TH STREET-3RD AVE,20232.0,No,3.21
433,2021-07-31,2021-08-06,R446,BROOK AVENUE-138TH STREET,15567.0,No,3.21
434,2021-07-31,2021-08-06,R447,CYPRESS AVENUE-138TH STREET,8032.0,No,3.21
435,2021-07-31,2021-08-06,R448,EAST 143RD ST-SOUTHERN BLVD,2940.0,No,3.21
436,2021-07-31,2021-08-06,R449,EAST 149TH ST-SOUTHERN BLVD,12834.0,No,3.21
437,2021-07-31,2021-08-06,R450,LONGWOOD AVE-SOUTHERN BLVD,9716.0,No,3.21
438,2021-07-31,2021-08-06,R451,WINTHROP ST-NOSTRAND AVE,18373.0,No,3.21
439,2021-07-31,2021-08-06,R452,72ND STREET & BROADWAY,80946.0,No,3.21
440,2021-07-31,2021-08-06,R453,23RD STREET-6TH AVENUE,20314.0,No,3.21
441,2021-07-31,2021-08-06,R455,25TH STREET-4TH AVENUE,2254.0,No,3.21
442,2021-07-31,2021-08-06,R456,HOYT STREET-FULTON STREET,5350.0,No,3.21
443,2021-07-31,2021-08-06,R459,ORCHARD BEACH,56.0,No,3.21
444,2021-07-31,2021-08-06,R460,MARCY AVENUE-BROADWAY,27059.0,No,3.21
445,2021-07-31,2021-08-06,R461,BROADWAY LAFAYETTE-BLEECKER,41964.0,No,3.21
446,2021-07-31,2021-08-06,R462,CANAL STREET-BROADWAY,31920.0,No,3.21
447,2021-07-31,2021-08-06,R463,CANAL ST-LAFAYETTE ST EAST,44278.0,No,3.21
448,2021-07-31,2021-08-06,R464,AQUEDUCT RACE TRACK,4533.0,No,3.21
449,2021-07-31,2021-08-06,R468,RI TRAMWAY (MANHATTAN),15403.0,No,3.21
450,2021-07-31,2021-08-06,R469,RI TRAMWAY (ROOSEVELT),15264.0,No,3.21
451,2021-07-31,2021-08-06,R535,AIRTRAIN @ HOWARD BEACH,20219.0,No,3.21
452,2021-07-31,2021-08-06,R536,AIRTRAIN JAMAICA CENTER 1,67406.0,No,3.21
453,2021-07-31,2021-08-06,R540,PA-PATH WORLD TRADE CNTR,81943.0,No,3.21
454,2021-07-31,2021-08-06,R541,PA-PATH THIRTY THIRD ST,42787.0,No,3.21
455,2021-07-31,2021-08-06,R542,PA-PATH TWENTY THIRD ST,10528.0,No,3.21
456,2021-07-31,2021-08-06,R543,PA-PATH EXCHANGE PLACE,19780.0,No,3.21
457,2021-07-31,2021-08-06,R544,PA-PATH HARRISON,12525.0,No,3.21
458,2021-07-31,2021-08-06,R545,PA-PATH 14TH STREET,14987.0,No,3.21
459,2021-07-31,2021-08-06,R546,PA-PATH PAVONIA/NEWPORT,19729.0,No,3.21
460,2021-07-31,2021-08-06,R547,PA-PATH 9TH STREET,7487.0,No,3.21
461,2021-07-31,2021-08-06,R548,PA-PATH CHRISTOPHER ST,9682.0,No,3.21
462,2021-07-31,2021-08-06,R549,PA-PATH NEWARK,39966.0,No,3.21
463,2021-07-31,2021-08-06,R550,PA-PATH HOBOKEN,33994.0,No,3.21
464,2021-07-31,2021-08-06,R551,PA-PATH GROVE ST,30689.0,No,3.21
465,2021-07-31,2021-08-06,R552,PA-PATH JOURNAL SQUARE,37899.0,No,3.21
466,2021-07-31,2021-08-06,R570,72ND STREET - 2 AVENUE,67622.0,No,3.21
467,2021-07-31,2021-08-06,R571,86TH STREET - 2 AVENUE,50563.0,No,3.21
468,2021-07-31,2021-08-06,R572,96TH STREET - 2 AVENUE,38979.0,No,3.21
469,2021-07-24,2021-07-30,R001,WHITEHALL STREET,54906.0,No,3.2
470,2021-07-24,2021-07-30,R003,CYPRESS HILLS,2823.0,No,3.2
471,2021-07-24,2021-07-30,R004,75TH STREET & ELDERTS LANE,8405.0,No,3.2
472,2021-07-24,2021-07-30,R005,85TH STREET & FOREST PKWAY,8310.0,No,3.2
473,2021-07-24,2021-07-30,R006,WOODHAVEN BOULEVARD,9783.0,No,3.2
474,2021-07-24,2021-07-30,R007,104TH STREET,6102.0,No,3.2
475,2021-07-24,2021-07-30,R008,111TH STREET,5012.0,No,3.2
476,2021-07-24,2021-07-30,R009,121ST STREET,4326.0,No,3.2
477,2021-07-24,2021-07-30,R010,42ND STREET & 8TH AVENUE,63972.0,No,3.2
478,2021-07-24,2021-07-30,R011,42ND STREET & 8TH AVENUE,136291.0,No,3.2
479,2021-07-24,2021-07-30,R012,34TH STREET & 8TH AVENUE,119221.0,No,3.2
480,2021-07-24,2021-07-30,R013,34TH STREET & 8TH AVENUE,36526.0,No,3.2
481,2021-07-24,2021-07-30,R014,FULTON STREET,102677.0,No,3.2
482,2021-07-24,2021-07-30,R015,FIFTH AVENUE,37064.0,No,3.2
483,2021-07-24,2021-07-30,R016,LEXINGTON AVENUE,9513.0,No,3.2
484,2021-07-24,2021-07-30,R017,LEXINGTON AVENUE,55402.0,No,3.2
485,2021-07-24,2021-07-30,R018,ROOSEVELT AVE/JACKSON HTS,139661.0,No,3.2
486,2021-07-24,2021-07-30,R019,179TH STREET & HILLSIDE AVE,36534.0,No,3.2
487,2021-07-24,2021-07-30,R020,47-50 STREETS/ROCKEFELLER,91609.0,No,3.2
488,2021-07-24,2021-07-30,R021,42ND STREET & 6TH AVENUE,64630.0,No,3.2
489,2021-07-24,2021-07-30,R022,34TH STREET & 6TH AVENUE,136556.0,No,3.2
490,2021-07-24,2021-07-30,R023,34TH STREET & 6TH AVENUE,89122.0,No,3.2
491,2021-07-24,2021-07-30,R024,SUTPHIN BOULEVARD,55485.0,No,3.2
492,2021-07-24,2021-07-30,R025,JAMAICA CENTER-PARSONS BLVD,54298.0,No,3.2
493,2021-07-24,2021-07-30,R027,WALL STREET,31027.0,No,3.2
494,2021-07-24,2021-07-30,R028,FULTON & WILLIAM STREETS,43753.0,No,3.2
495,2021-07-24,2021-07-30,R029,PARK PLACE,70717.0,No,3.2
496,2021-07-24,2021-07-30,R030,CHAMBERS STREET,28663.0,No,3.2
497,2021-07-24,2021-07-30,R031,34TH STREET & 7TH AVENUE,47232.0,No,3.2
498,2021-07-24,2021-07-30,R032,42ND STREET/TIMES SQUARE,73867.0,No,3.2
499,2021-07-24,2021-07-30,R033,42ND STREET/TIMES SQUARE,97982.0,No,3.2
500,2021-07-24,2021-07-30,R034,125TH STREET & BROADWAY,16924.0,No,3.2
501,2021-07-24,2021-07-30,R035,168TH STREET & BROADWAY,56119.0,No,3.2
502,2021-07-24,2021-07-30,R036,DYCKMAN STREET,18224.0,No,3.2
503,2021-07-24,2021-07-30,R037,207TH STREET,14166.0,No,3.2
504,2021-07-24,2021-07-30,R038,215TH STREET,3603.0,No,3.2
505,2021-07-24,2021-07-30,R039,225TH STREET,12061.0,No,3.2
506,2021-07-24,2021-07-30,R040,231ST STREET,21482.0,No,3.2
507,2021-07-24,2021-07-30,R041,BOWLING GREEN & BATTERY PL,30788.0,No,3.2
508,2021-07-24,2021-07-30,R042,BOWLING GREEN & BROADWAY,9102.0,No,3.2
509,2021-07-24,2021-07-30,R043,WALL STREET,26684.0,No,3.2
510,2021-07-24,2021-07-30,R044,BROOKLYN BRIDGE,49024.0,No,3.2
511,2021-07-24,2021-07-30,R045,42ND STREET & GRAND CENTRAL,17687.0,No,3.2
512,2021-07-24,2021-07-30,R046,42ND STREET & GRAND CENTRAL,122653.0,No,3.2
513,2021-07-24,2021-07-30,R047,42ND STREET & GRAND CENTRAL,58581.0,No,3.2
514,2021-07-24,2021-07-30,R048,42ND STREET & 3RD AVENUE,17211.0,No,3.2
515,2021-07-24,2021-07-30,R049,51ST STREET & LEXINGTON AVE,30556.0,No,3.2
516,2021-07-24,2021-07-30,R050,59TH STREET & LEXINGTON AVE,36243.0,No,3.2
517,2021-07-24,2021-07-30,R051,59TH STREET & LEXINGTON AVE,65131.0,No,3.2
518,2021-07-24,2021-07-30,R052,WOODLAWN ROAD,12932.0,No,3.2
519,2021-07-24,2021-07-30,R053,149TH STREET & 3RD AVENUE,47734.0,No,3.2
520,2021-07-24,2021-07-30,R054,FIFTH AVENUE & 42ND STREET,25313.0,No,3.2
521,2021-07-24,2021-07-30,R055,MAIN STREET,121347.0,No,3.2
522,2021-07-24,2021-07-30,R056,NEVINS STREET,17877.0,No,3.2
523,2021-07-24,2021-07-30,R057,BARCLAYS CENTER,87968.0,No,3.2
524,2021-07-24,2021-07-30,R058,BERGEN STREET,7531.0,No,3.2
525,2021-07-24,2021-07-30,R059,GRAND ARMY PLAZA,14202.0,No,3.2
526,2021-07-24,2021-07-30,R060,EASTERN PARKWAY,10126.0,No,3.2
527,2021-07-24,2021-07-30,R061,NOSTRAND AVENUE,8882.0,No,3.2
528,2021-07-24,2021-07-30,R062,UTICA AVENUE,53417.0,No,3.2
529,2021-07-24,2021-07-30,R063,SUTTER AVENUE,15070.0,No,3.2
530,2021-07-24,2021-07-30,R064,SARATOGA AVENUE,13205.0,No,3.2
531,2021-07-24,2021-07-30,R065,ROCKAWAY AVENUE,10919.0,No,3.2
532,2021-07-24,2021-07-30,R066,JUNIUS STREET,4927.0,No,3.2
533,2021-07-24,2021-07-30,R067,PENNSYLVANIA AVENUE,10144.0,No,3.2
534,2021-07-24,2021-07-30,R068,VAN SICLEN AVENUE,6467.0,No,3.2
535,2021-07-24,2021-07-30,R069,NEW LOTS AVENUE,11610.0,No,3.2
536,2021-07-24,2021-07-30,R070,ST GEORGE TERMINAL,13752.0,No,3.2
537,2021-07-24,2021-07-30,R072,34TH STREET - HUDSON YARDS,45871.0,No,3.2
538,2021-07-24,2021-07-30,R079,FIFTH AVENUE & 60TH STREET,34771.0,No,3.2
539,2021-07-24,2021-07-30,R080,57TH STREET & 7TH AVENUE,63031.0,No,3.2
540,2021-07-24,2021-07-30,R081,49TH STREET & 7TH AVENUE,42854.0,No,3.2
541,2021-07-24,2021-07-30,R082,28TH STREET & BROADWAY,22309.0,No,3.2
542,2021-07-24,2021-07-30,R083,23RD STREET & 5TH AVENUE,37995.0,No,3.2
543,2021-07-24,2021-07-30,R084,59TH STREET/COLUMBUS CIRCLE,127217.0,No,3.2
544,2021-07-24,2021-07-30,R085,8TH STREET & BROADWAY,26552.0,No,3.2
545,2021-07-24,2021-07-30,R086,PRINCE STREET & BROADWAY,26661.0,No,3.2
546,2021-07-24,2021-07-30,R087,CITY HALL,10115.0,No,3.2
547,2021-07-24,2021-07-30,R088,CORTLANDT STREET,34698.0,No,3.2
548,2021-07-24,2021-07-30,R089,JAY ST-METROTECH,5920.0,No,3.2
549,2021-07-24,2021-07-30,R090,39TH AVENUE & 31ST STREET,7097.0,No,3.2
550,2021-07-24,2021-07-30,R091,36TH AVENUE & 31ST STREET,15485.0,No,3.2
551,2021-07-24,2021-07-30,R092,BROADWAY & 31ST STREET,28626.0,No,3.2
552,2021-07-24,2021-07-30,R093,30TH AVENUE & 31ST STREET,30706.0,No,3.2
553,2021-07-24,2021-07-30,R094,ASTORIA BLVD & 31ST STREET,22095.0,No,3.2
554,2021-07-24,2021-07-30,R095,DITMARS BLVD & 31ST STREET,32690.0,No,3.2
555,2021-07-24,2021-07-30,R096,82ND STREET-JACKSON HEIGHTS,52440.0,No,3.2
556,2021-07-24,2021-07-30,R097,JUNCTION BLVD-ROOSEVELT AVE,77671.0,No,3.2
557,2021-07-24,2021-07-30,R098,CHURCH AVENUE,37988.0,No,3.2
558,2021-07-24,2021-07-30,R099,DEKALB AVENUE,38444.0,No,3.2
559,2021-07-24,2021-07-30,R100,METROPOLITAN AVENUE,7717.0,No,3.2
560,2021-07-24,2021-07-30,R101,145TH STREET,50080.0,No,3.2
561,2021-07-24,2021-07-30,R102,125TH STREET,60185.0,No,3.2
562,2021-07-24,2021-07-30,R103,BROADWAY-EAST NEW YORK,19816.0,No,3.2
563,2021-07-24,2021-07-30,R104,167TH ST-GRAND CONCOURSE,22184.0,No,3.2
564,2021-07-24,2021-07-30,R105,14TH STREET & 7TH AVENUE,46985.0,No,3.2
565,2021-07-24,2021-07-30,R106,CASTLE HILL AVENUE,15236.0,No,3.2
566,2021-07-24,2021-07-30,R107,WESTCHESTER SQUARE,11877.0,No,3.2
567,2021-07-24,2021-07-30,R108,BOROUGH HALL - COURT STREET,51971.0,No,3.2
568,2021-07-24,2021-07-30,R109,CHURCH AVENUE & NOSTRAND AV,23264.0,No,3.2
569,2021-07-24,2021-07-30,R110,FLATBUSH AVE & NOSTRAND AV,31925.0,No,3.2
570,2021-07-24,2021-07-30,R111,23RD STREET & 8TH AVENUE,41495.0,No,3.2
571,2021-07-24,2021-07-30,R112,FORDHAM RD/GRAND CONCOURSE,26305.0,No,3.2
572,2021-07-24,2021-07-30,R113,SEVENTH AVENUE & WEST 53RD,27545.0,No,3.2
573,2021-07-24,2021-07-30,R114,PARSONS BLVD & HILLSIDE AV,15310.0,No,3.2
574,2021-07-24,2021-07-30,R115,169TH STREET & HILLSIDE AVE,18061.0,No,3.2
575,2021-07-24,2021-07-30,R116,50TH STREET & 7TH AVENUE,33221.0,No,3.2
576,2021-07-24,2021-07-30,R117,242ND STREET & BROADWAY,13641.0,No,3.2
577,2021-07-24,2021-07-30,R118,CANAL STREET,25339.0,No,3.2
578,2021-07-24,2021-07-30,R119,FORDHAM ROAD & JEROME AVE,26237.0,No,3.2
579,2021-07-24,2021-07-30,R120,MORRISON AVE & WESTCHESTER,15956.0,No,3.2
580,2021-07-24,2021-07-30,R121,QUEENSBORO PLAZA,29835.0,No,3.2
581,2021-07-24,2021-07-30,R122,90TH STREET/ELMHURST AVENUE,55148.0,No,3.2
582,2021-07-24,2021-07-30,R123,FRANKLIN AVE/EASTERN PKWY,28605.0,No,3.2
583,2021-07-24,2021-07-30,R124,KINGSTON AVE/EASTERN PKWY,10905.0,No,3.2
584,2021-07-24,2021-07-30,R125,BROAD STREET & WALL STREET,11004.0,No,3.2
585,2021-07-24,2021-07-30,R126,175TH STREET/FT WASHINGTON,29979.0,No,3.2
586,2021-07-24,2021-07-30,R127,JAY ST-METROTECH,52781.0,No,3.2
587,2021-07-24,2021-07-30,R128,SUTPHIN BLVD-HILLSIDE AVE,10906.0,No,3.2
588,2021-07-24,2021-07-30,R129,BERGEN STREET-SMITH STREET,22319.0,No,3.2
589,2021-07-24,2021-07-30,R130,KINGS HIGHWAY-MCDONALD AVE,6289.0,No,3.2
590,2021-07-24,2021-07-30,R131,23RD STREET-PARK AVE SOUTH,38316.0,No,3.2
591,2021-07-24,2021-07-30,R132,125TH STREET-LEXINGTON AVE,54143.0,No,3.2
592,2021-07-24,2021-07-30,R133,MOSHOLU PARKWAY-JEROME AVE,21068.0,No,3.2
593,2021-07-24,2021-07-30,R134,HUNTERS PT AVE-49TH AVE,11088.0,No,3.2
