,From Date,To Date,Remote Station ID,Station,Total Fares for the Week,Contains Holiday,Gas Price,Total Snowfall,Total Rainfall
13083,2020-06-27,2020-07-03,R288,7TH AVENUE-9TH STREET,9957.0,No,2.24,0.0,23.04
13084,2020-06-27,2020-07-03,R289,FT HAMILTON PKY-GREENWOOD,4903.0,No,2.24,0.0,23.04
13085,2020-06-27,2020-07-03,R290,HOUSTON STREET-VARICK ST,8469.0,No,2.24,0.0,23.04
13086,2020-06-27,2020-07-03,R291,33RD STREET-QUEENS BLVD,6502.0,No,2.24,0.0,23.04
13087,2020-06-27,2020-07-03,R292,BAYCHESTER AVE-TILLOTSON,4698.0,No,2.24,0.0,23.04
13088,2020-06-27,2020-07-03,R293,34TH STREET - PENN STATION,34318.0,No,2.24,0.0,23.04
13089,2020-06-27,2020-07-03,R294,MORGAN AVENUE-HARRISON PL,8567.0,No,2.24,0.0,23.04
13090,2020-06-27,2020-07-03,R295,WILSON AVENUE-MOFFAT STREET,6055.0,No,2.24,0.0,23.04
13091,2020-06-27,2020-07-03,R296,163RD ST & AMSTERDAM AVE,5939.0,No,2.24,0.0,23.04
13092,2020-06-27,2020-07-03,R297,FRANKLIN AVENUE-FULTON ST,6456.0,No,2.24,0.0,23.04
13093,2020-06-27,2020-07-03,R298,NORTHERN BLVD-BROADWAY,9967.0,No,2.24,0.0,23.04
13094,2020-06-27,2020-07-03,R299,BROADWAY - UNION AVENUE,7617.0,No,2.24,0.0,23.04
13095,2020-06-27,2020-07-03,R300,2ND AVENUE-HOUSTON STREET,14329.0,No,2.24,0.0,23.04
13096,2020-06-27,2020-07-03,R301,YORK STREET-JAY STREET,9574.0,No,2.24,0.0,23.04
13097,2020-06-27,2020-07-03,R302,57TH STREET-6TH AVENUE,10255.0,No,2.24,0.0,23.04
13098,2020-06-27,2020-07-03,R303,21ST STREET-QUEENSBRIDGE,13337.0,No,2.24,0.0,23.04
13099,2020-06-27,2020-07-03,R304,RECTOR STREET-GREENWICH ST,3187.0,No,2.24,0.0,23.04
13100,2020-06-27,2020-07-03,R305,WTC-CORTLANDT ST,5425.0,No,2.24,0.0,23.04
13101,2020-06-27,2020-07-03,R306,238TH STREET-BROADWAY,5683.0,No,2.24,0.0,23.04
13102,2020-06-27,2020-07-03,R307,138TH ST-GRAND CONCOURSE,2793.0,No,2.24,0.0,23.04
13103,2020-06-27,2020-07-03,R308,MT EDEN AVENUE-JEROME AVE,9164.0,No,2.24,0.0,23.04
13104,2020-06-27,2020-07-03,R309,176TH STREET-JEROME AVENUE,9660.0,No,2.24,0.0,23.04
13105,2020-06-27,2020-07-03,R310,111TH STREET-ROOSEVELT AVE,23332.0,No,2.24,0.0,23.04
13106,2020-06-27,2020-07-03,R311,BOWERY STREET-DELANCEY ST,2806.0,No,2.24,0.0,23.04
13107,2020-06-27,2020-07-03,R312,WEST 6TH STREET-SURF AVENUE,3568.0,No,2.24,0.0,23.04
13108,2020-06-27,2020-07-03,R313,BUSHWICK AVENUE-ABERDEEN ST,3296.0,No,2.24,0.0,23.04
13109,2020-06-27,2020-07-03,R314,103RD ST-CENTRAL PARK WEST,4863.0,No,2.24,0.0,23.04
13110,2020-06-27,2020-07-03,R315,155TH STREET-8TH AVENUE,5600.0,No,2.24,0.0,23.04
13111,2020-06-27,2020-07-03,R316,FLUSHING AVENUE-MARCY AVE,4631.0,No,2.24,0.0,23.04
13112,2020-06-27,2020-07-03,R317,LAFAYETTE AV-WASHINGTON AV,3960.0,No,2.24,0.0,23.04
13113,2020-06-27,2020-07-03,R318,FULTON STREET-LAFAYETTE AV,5788.0,No,2.24,0.0,23.04
13114,2020-06-27,2020-07-03,R319,63RD STREET-LEXINGTON AVE,18813.0,No,2.24,0.0,23.04
13115,2020-06-27,2020-07-03,R320,CANAL STREET-VARICK STREET,3070.0,No,2.24,0.0,23.04
13116,2020-06-27,2020-07-03,R321,18TH STREET-7TH AVENUE,4757.0,No,2.24,0.0,23.04
13117,2020-06-27,2020-07-03,R322,SPRING STREET-LAFAYETTE ST,7103.0,No,2.24,0.0,23.04
13118,2020-06-27,2020-07-03,R323,111TH STREET-LENOX AVENUE,9496.0,No,2.24,0.0,23.04
13119,2020-06-27,2020-07-03,R324,116TH STREET-LENOX AVENUE,11774.0,No,2.24,0.0,23.04
13120,2020-06-27,2020-07-03,R325,WHITLOCK AVE-WESTCHESTER AV,3430.0,No,2.24,0.0,23.04
13121,2020-06-27,2020-07-03,R326,ZEREGA AVE-WESTCHESTER AVE,3519.0,No,2.24,0.0,23.04
13122,2020-06-27,2020-07-03,R327,52ND STREET-ROOSEVELT AVE,8186.0,No,2.24,0.0,23.04
13123,2020-06-27,2020-07-03,R328,WILLETS PT BLVD-ROOSEVELT,3701.0,No,2.24,0.0,23.04
13124,2020-06-27,2020-07-03,R329,MORRIS PARK-PAULDING AVENUE,3318.0,No,2.24,0.0,23.04
13125,2020-06-27,2020-07-03,R330,3RD AVENUE-14TH STREET,6907.0,No,2.24,0.0,23.04
13126,2020-06-27,2020-07-03,R331,155TH STREET-ST NICHOLAS AV,3265.0,No,2.24,0.0,23.04
13127,2020-06-27,2020-07-03,R332,135TH STREET-ST NICHOLAS AV,5488.0,No,2.24,0.0,23.04
13128,2020-06-27,2020-07-03,R333,116TH STREET-8TH AVENUE,7493.0,No,2.24,0.0,23.04
13129,2020-06-27,2020-07-03,R334,110TH STREET-8TH AVENUE,7654.0,No,2.24,0.0,23.04
13130,2020-06-27,2020-07-03,R335,GASTON AVENUE-BEACH 67TH ST,5368.0,No,2.24,0.0,23.04
13131,2020-06-27,2020-07-03,R336,STRAITON AVE-BEACH 60TH ST,3761.0,No,2.24,0.0,23.04
13132,2020-06-27,2020-07-03,R337,FRANK AVENUE-BEACH 44TH ST,1338.0,No,2.24,0.0,23.04
13133,2020-06-27,2020-07-03,R338,EDGEMERE-BEACH 36TH STREET,1768.0,No,2.24,0.0,23.04
13134,2020-06-27,2020-07-03,R339,36TH STREET-NORTHERN BLVD,3885.0,No,2.24,0.0,23.04
13135,2020-06-27,2020-07-03,R340,65TH STREET-BROADWAY,5131.0,No,2.24,0.0,23.04
13136,2020-06-27,2020-07-03,R341,75TH AVENUE-QUEENS BLVD,3474.0,No,2.24,0.0,23.04
13137,2020-06-27,2020-07-03,R342,VAN WYCK BLVD-METROPOLITAN,7415.0,No,2.24,0.0,23.04
13138,2020-06-27,2020-07-03,R343,FRANKLIN STREET-WEST BWAY,2625.0,No,2.24,0.0,23.04
13139,2020-06-27,2020-07-03,R344,145TH STREET-LENOX AVENUE,3060.0,No,2.24,0.0,23.04
13140,2020-06-27,2020-07-03,R345,148TH STREET-LENOX AVENUE,3402.0,No,2.24,0.0,23.04
13141,2020-06-27,2020-07-03,R346,COURT SQ,5755.0,No,2.24,0.0,23.04
13142,2020-06-27,2020-07-03,R347,69TH STREET-ROOSEVELT AVE,7931.0,No,2.24,0.0,23.04
13143,2020-06-27,2020-07-03,R348,ATLANTIC AV-VAN SINDEREN AV,2383.0,No,2.24,0.0,23.04
13144,2020-06-27,2020-07-03,R349,SUTTER AVE-VAN SINDEREN AVE,4872.0,No,2.24,0.0,23.04
13145,2020-06-27,2020-07-03,R350,LIVONIA AVE-VAN SINDEREN AV,4411.0,No,2.24,0.0,23.04
13146,2020-06-27,2020-07-03,R352,HEWES STREET-BROADWAY,4371.0,No,2.24,0.0,23.04
13147,2020-06-27,2020-07-03,R353,LORIMER STREET-BROADWAY,6612.0,No,2.24,0.0,23.04
13148,2020-06-27,2020-07-03,R354,104TH STREET-LIBERTY AVENUE,2971.0,No,2.24,0.0,23.04
13149,2020-06-27,2020-07-03,R355,109TH STREET-LIBERTY AVENUE,4061.0,No,2.24,0.0,23.04
13150,2020-06-27,2020-07-03,R356,LEFFERTS BLVD-LIBERTY AVE,12898.0,No,2.24,0.0,23.04
13151,2020-06-27,2020-07-03,R357,NORTH CONDUIT AVE-COHANCEY,1087.0,No,2.24,0.0,23.04
13152,2020-06-27,2020-07-03,R358,BEACH 25TH STREET-WAVECREST,3029.0,No,2.24,0.0,23.04
13153,2020-06-27,2020-07-03,R359,COURT SQ-23 ST,12734.0,No,2.24,0.0,23.04
13154,2020-06-27,2020-07-03,R360,21ST STREET-JACKSON AVENUE,2122.0,No,2.24,0.0,23.04
13155,2020-06-27,2020-07-03,R361,PELHAM PKWY-WHITE PLAINS RD,12386.0,No,2.24,0.0,23.04
13156,2020-06-27,2020-07-03,R362,ALLERTON AV-WHITE PLAINS RD,7901.0,No,2.24,0.0,23.04
13157,2020-06-27,2020-07-03,R363,BURKE AVE-WHITE PLAINS ROAD,4881.0,No,2.24,0.0,23.04
13158,2020-06-27,2020-07-03,R364,GUNHILL RD-WHITE PLAINS RD,11296.0,No,2.24,0.0,23.04
13159,2020-06-27,2020-07-03,R365,219TH ST-WHITE PLAINS ROAD,3902.0,No,2.24,0.0,23.04
13160,2020-06-27,2020-07-03,R366,225TH ST-WHITE PLAINS ROAD,4405.0,No,2.24,0.0,23.04
13161,2020-06-27,2020-07-03,R367,233RD ST-WHITE PLAINS ROAD,6590.0,No,2.24,0.0,23.04
13162,2020-06-27,2020-07-03,R368,9TH AVENUE-39TH STREET,9650.0,No,2.24,0.0,23.04
13163,2020-06-27,2020-07-03,R369,FORT HAMILTON PKWY-45TH ST,7199.0,No,2.24,0.0,23.04
13164,2020-06-27,2020-07-03,R370,71ST STREET-NEW UTRECHT AVE,8139.0,No,2.24,0.0,23.04
13165,2020-06-27,2020-07-03,R371,79TH STREET-17TH AVENUE,8156.0,No,2.24,0.0,23.04
13166,2020-06-27,2020-07-03,R372,18TH AVENUE-86TH STREET,9686.0,No,2.24,0.0,23.04
13167,2020-06-27,2020-07-03,R373,20TH AVENUE-86TH STREET,8079.0,No,2.24,0.0,23.04
13168,2020-06-27,2020-07-03,R374,BAY PARKWAY-86TH STREET,11819.0,No,2.24,0.0,23.04
13169,2020-06-27,2020-07-03,R375,NEW LOTS AV-VAN SINDEREN AV,7090.0,No,2.24,0.0,23.04
13170,2020-06-27,2020-07-03,R376,EAST 105TH ST-FARRAGUT ROAD,5504.0,No,2.24,0.0,23.04
13171,2020-06-27,2020-07-03,R377,FLUSHING AVE-BROADWAY,13335.0,No,2.24,0.0,23.04
13172,2020-06-27,2020-07-03,R378,MYRTLE AVENUE-BROADWAY,14590.0,No,2.24,0.0,23.04
13173,2020-06-27,2020-07-03,R379,KOSCIUSZKO STREET-BROADWAY,7084.0,No,2.24,0.0,23.04
13174,2020-06-27,2020-07-03,R380,GATES AVENUE-BROADWAY,9816.0,No,2.24,0.0,23.04
13175,2020-06-27,2020-07-03,R381,HALSEY STREET-BROADWAY,8819.0,No,2.24,0.0,23.04
13176,2020-06-27,2020-07-03,R382,GRANT AVENUE-PITKIN AVENUE,9234.0,No,2.24,0.0,23.04
13177,2020-06-27,2020-07-03,R383,HUDSON STREET-78TH STREET,6204.0,No,2.24,0.0,23.04
13178,2020-06-27,2020-07-03,R384,BOYD STREET-88TH STREET,4596.0,No,2.24,0.0,23.04
13179,2020-06-27,2020-07-03,R385,ROCKAWAY BLVD-LIBERTY AVE,11635.0,No,2.24,0.0,23.04
13180,2020-06-27,2020-07-03,R386,174TH STREET-SOUTHERN BLVD,9066.0,No,2.24,0.0,23.04
13181,2020-06-27,2020-07-03,R387,EAST TREMONT AVENUE-178 ST,8691.0,No,2.24,0.0,23.04
13182,2020-06-27,2020-07-03,R388,EAST 180TH ST-MORRIS PARK,11835.0,No,2.24,0.0,23.04
13183,2020-06-27,2020-07-03,R389,BRONX PARK EAST,3382.0,No,2.24,0.0,23.04
13184,2020-06-27,2020-07-03,R390,8TH AVENUE-62ND STREET,12429.0,No,2.24,0.0,23.04
13185,2020-06-27,2020-07-03,R391,FORT HAMILTON PARKWAY-62ND,7587.0,No,2.24,0.0,23.04
13186,2020-06-27,2020-07-03,R392,18TH AVENUE-62ND STREET,7512.0,No,2.24,0.0,23.04
13187,2020-06-27,2020-07-03,R393,20TH AVENUE-62ND STREET,4725.0,No,2.24,0.0,23.04
13188,2020-06-27,2020-07-03,R394,BAY PARKWAY-66TH STREET,10288.0,No,2.24,0.0,23.04
13189,2020-06-27,2020-07-03,R395,KINGS HIGHWAY-WEST 7TH ST,7454.0,No,2.24,0.0,23.04
13190,2020-06-27,2020-07-03,R396,AVENUE U-WEST 7TH STREET,5314.0,No,2.24,0.0,23.04
13191,2020-06-27,2020-07-03,R397,86TH STREET-AVENUE V,3754.0,No,2.24,0.0,23.04
13192,2020-06-27,2020-07-03,R398,NEW UTRECHT AVENUE-62ND ST,7726.0,No,2.24,0.0,23.04
13193,2020-06-27,2020-07-03,R399,25TH AVENUE-86TH STREET,5754.0,No,2.24,0.0,23.04
13194,2020-06-27,2020-07-03,R400,BAY 50TH STREET-STILLWELL,3704.0,No,2.24,0.0,23.04
13195,2020-06-27,2020-07-03,R401,CENTRAL AVE-MYRTLE AVE,5096.0,No,2.24,0.0,23.04
13196,2020-06-27,2020-07-03,R402,SENECA AVENUE-PALMETTO ST,4880.0,No,2.24,0.0,23.04
13197,2020-06-27,2020-07-03,R403,FOREST AVENUE-PUTNAM AVENUE,6662.0,No,2.24,0.0,23.04
13198,2020-06-27,2020-07-03,R404,FRESH POND ROAD-68TH AVENUE,9430.0,No,2.24,0.0,23.04
13199,2020-06-27,2020-07-03,R405,JACKSON AVENUE-WESTCHESTER,7022.0,No,2.24,0.0,23.04
13200,2020-06-27,2020-07-03,R406,PROSPECT AVENUE-WESTCHESTER,9783.0,No,2.24,0.0,23.04
13201,2020-06-27,2020-07-03,R407,INTERVALE 163RD STREET,4719.0,No,2.24,0.0,23.04
13202,2020-06-27,2020-07-03,R408,SIMPSON ST-WESTCHESTER AVE,12351.0,No,2.24,0.0,23.04
13203,2020-06-27,2020-07-03,R409,FREEMAN ST-SOUTHERN BLVD,6310.0,No,2.24,0.0,23.04
13204,2020-06-27,2020-07-03,R411,PARK PLACE-FRANKLIN AVENUE,1876.0,No,2.24,0.0,23.04
13205,2020-06-27,2020-07-03,R412,BOTANIC GARDEN-FRANKLIN AVE,1301.0,No,2.24,0.0,23.04
13206,2020-06-27,2020-07-03,R413,KNICKERBOCKER AVE-MYRTLE AV,6356.0,No,2.24,0.0,23.04
13207,2020-06-27,2020-07-03,R414,HOWARD BEACH-159TH AVE,2050.0,No,2.24,0.0,23.04
13208,2020-06-27,2020-07-03,R415,BROAD CHANNEL-NOEL ROAD,390.0,No,2.24,0.0,23.04
13209,2020-06-27,2020-07-03,R416,HOLLAND-BEACH 90TH STREET,2116.0,No,2.24,0.0,23.04
13210,2020-06-27,2020-07-03,R417,PLAYLAND-BEACH 98TH STREET,912.0,No,2.24,0.0,23.04
13211,2020-06-27,2020-07-03,R418,SEASIDE BEACH-105TH STREET,665.0,No,2.24,0.0,23.04
13212,2020-06-27,2020-07-03,R419,ROCKAWAY PARK-BEACH 116TH,1835.0,No,2.24,0.0,23.04
13213,2020-06-27,2020-07-03,R420,DITMAS AVE-MCDONALD AVE,5643.0,No,2.24,0.0,23.04
13214,2020-06-27,2020-07-03,R421,AVENUE I-MCDONALD AVENUE,2487.0,No,2.24,0.0,23.04
13215,2020-06-27,2020-07-03,R422,MCDONALD AVE-22ND AVE,1667.0,No,2.24,0.0,23.04
13216,2020-06-27,2020-07-03,R423,AVENUE N-MCDONALD AVENUE,3990.0,No,2.24,0.0,23.04
13217,2020-06-27,2020-07-03,R424,AVENUE P-MCDONALD AVENUE,3565.0,No,2.24,0.0,23.04
13218,2020-06-27,2020-07-03,R425,AVENUE U-MCDONALD AVENUE,2478.0,No,2.24,0.0,23.04
13219,2020-06-27,2020-07-03,R426,NEPTUNE AVE-MCDONALD AVENUE,1811.0,No,2.24,0.0,23.04
13220,2020-06-27,2020-07-03,R427,MIDDLETOWN ROAD-WESTCHESTER,2401.0,No,2.24,0.0,23.04
13221,2020-06-27,2020-07-03,R428,BUHRE AVE-WESTCHESTER AVE,5155.0,No,2.24,0.0,23.04
13222,2020-06-27,2020-07-03,R429,PELHAM BAY PARK-BRUCKNER BL,10088.0,No,2.24,0.0,23.04
13223,2020-06-27,2020-07-03,R430,PELHAM PKWY-ESPLANADE,3759.0,No,2.24,0.0,23.04
13224,2020-06-27,2020-07-03,R431,DYRE AVENUE-LIGHT STREET,6825.0,No,2.24,0.0,23.04
13225,2020-06-27,2020-07-03,R432,CHAUNCEY STREET-ROCKAWAY AV,4902.0,No,2.24,0.0,23.04
13226,2020-06-27,2020-07-03,R433,ALABAMA AVENUE-FULTON ST,3747.0,No,2.24,0.0,23.04
13227,2020-06-27,2020-07-03,R434,VAN SICLEN AVENUE-FULTON ST,4869.0,No,2.24,0.0,23.04
13228,2020-06-27,2020-07-03,R435,CLEVELAND STREET-FULTON ST,4921.0,No,2.24,0.0,23.04
13229,2020-06-27,2020-07-03,R436,NORWOOD AVENUE-FULTON ST,5408.0,No,2.24,0.0,23.04
13230,2020-06-27,2020-07-03,R437,CRESCENT STREET-FULTON ST,7457.0,No,2.24,0.0,23.04
13231,2020-06-27,2020-07-03,R438,RALPH AVENUE-FULTON STREET,8229.0,No,2.24,0.0,23.04
13232,2020-06-27,2020-07-03,R439,ROCKAWAY AVE-HOPKINSON AVE,7826.0,No,2.24,0.0,23.04
13233,2020-06-27,2020-07-03,R440,LIBERTY AVE-PENNSYLVANIA AV,3445.0,No,2.24,0.0,23.04
13234,2020-06-27,2020-07-03,R441,VAN SICLEN AVE-PITKIN AVE,4894.0,No,2.24,0.0,23.04
13235,2020-06-27,2020-07-03,R442,SHEPHERD AVE-PITKIN AVE,4756.0,No,2.24,0.0,23.04
13236,2020-06-27,2020-07-03,R443,170TH STREET-GRAND CONC.,10456.0,No,2.24,0.0,23.04
13237,2020-06-27,2020-07-03,R444,238TH ST-WHITE PLAINS ROAD,4244.0,No,2.24,0.0,23.04
13238,2020-06-27,2020-07-03,R445,138TH STREET-3RD AVE,13178.0,No,2.24,0.0,23.04
13239,2020-06-27,2020-07-03,R446,BROOK AVENUE-138TH STREET,10260.0,No,2.24,0.0,23.04
13240,2020-06-27,2020-07-03,R447,CYPRESS AVENUE-138TH STREET,5625.0,No,2.24,0.0,23.04
13241,2020-06-27,2020-07-03,R448,EAST 143RD ST-SOUTHERN BLVD,1732.0,No,2.24,0.0,23.04
13242,2020-06-27,2020-07-03,R449,EAST 149TH ST-SOUTHERN BLVD,7802.0,No,2.24,0.0,23.04
13243,2020-06-27,2020-07-03,R450,LONGWOOD AVE-SOUTHERN BLVD,4916.0,No,2.24,0.0,23.04
13244,2020-06-27,2020-07-03,R451,WINTHROP ST-NOSTRAND AVE,9814.0,No,2.24,0.0,23.04
13245,2020-06-27,2020-07-03,R452,72ND STREET & BROADWAY,35554.0,No,2.24,0.0,23.04
13246,2020-06-27,2020-07-03,R453,23RD STREET-6TH AVENUE,9737.0,No,2.24,0.0,23.04
13247,2020-06-27,2020-07-03,R455,25TH STREET-4TH AVENUE,1330.0,No,2.24,0.0,23.04
13248,2020-06-27,2020-07-03,R456,HOYT STREET-FULTON STREET,2528.0,No,2.24,0.0,23.04
13249,2020-06-27,2020-07-03,R459,ORCHARD BEACH,7.0,No,2.24,0.0,23.04
13250,2020-06-27,2020-07-03,R460,MARCY AVENUE-BROADWAY,15906.0,No,2.24,0.0,23.04
13251,2020-06-27,2020-07-03,R461,BROADWAY LAFAYETTE-BLEECKER,13703.0,No,2.24,0.0,23.04
13252,2020-06-27,2020-07-03,R462,CANAL STREET-BROADWAY,10427.0,No,2.24,0.0,23.04
13253,2020-06-27,2020-07-03,R463,CANAL ST-LAFAYETTE ST EAST,15074.0,No,2.24,0.0,23.04
13254,2020-06-27,2020-07-03,R464,AQUEDUCT RACE TRACK,192.0,No,2.24,0.0,23.04
13255,2020-06-27,2020-07-03,R468,RI TRAMWAY (MANHATTAN),7444.0,No,2.24,0.0,23.04
13256,2020-06-27,2020-07-03,R469,RI TRAMWAY (ROOSEVELT),7762.0,No,2.24,0.0,23.04
13257,2020-06-27,2020-07-03,R535,AIRTRAIN @ HOWARD BEACH,4516.0,No,2.24,0.0,23.04
13258,2020-06-27,2020-07-03,R536,AIRTRAIN JAMAICA CENTER 1,12647.0,No,2.24,0.0,23.04
13259,2020-06-27,2020-07-03,R540,PA-PATH WORLD TRADE CNTR,31332.0,No,2.24,0.0,23.04
13260,2020-06-27,2020-07-03,R541,PA-PATH THIRTY THIRD ST,16081.0,No,2.24,0.0,23.04
13261,2020-06-27,2020-07-03,R542,PA-PATH TWENTY THIRD ST,3165.0,No,2.24,0.0,23.04
13262,2020-06-27,2020-07-03,R543,PA-PATH EXCHANGE PLACE,5892.0,No,2.24,0.0,23.04
13263,2020-06-27,2020-07-03,R544,PA-PATH HARRISON,3940.0,No,2.24,0.0,23.04
13264,2020-06-27,2020-07-03,R545,PA-PATH 14TH STREET,5307.0,No,2.24,0.0,23.04
13265,2020-06-27,2020-07-03,R546,PA-PATH PAVONIA/NEWPORT,4888.0,No,2.24,0.0,23.04
13266,2020-06-27,2020-07-03,R547,PA-PATH 9TH STREET,2276.0,No,2.24,0.0,23.04
13267,2020-06-27,2020-07-03,R548,PA-PATH CHRISTOPHER ST,2642.0,No,2.24,0.0,23.04
13268,2020-06-27,2020-07-03,R549,PA-PATH NEWARK,20303.0,No,2.24,0.0,23.04
13269,2020-06-27,2020-07-03,R550,PA-PATH HOBOKEN,8422.0,No,2.24,0.0,23.04
13270,2020-06-27,2020-07-03,R551,PA-PATH GROVE ST,9065.0,No,2.24,0.0,23.04
13271,2020-06-27,2020-07-03,R552,PA-PATH JOURNAL SQUARE,18195.0,No,2.24,0.0,23.04
13272,2020-06-27,2020-07-03,R555,SBS-M15 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13273,2020-06-27,2020-07-03,R556,SBS-BX12 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13274,2020-06-27,2020-07-03,R557,SBS-M34 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13275,2020-06-27,2020-07-03,R559,SBS-B44 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13276,2020-06-27,2020-07-03,R560,SBS-M60 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13277,2020-06-27,2020-07-03,R561,SBS-M86 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13278,2020-06-27,2020-07-03,R563,SBS-B46 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13279,2020-06-27,2020-07-03,R564,SBS-Q44 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13280,2020-06-27,2020-07-03,R570,72ND STREET - 2 AVENUE,34260.0,No,2.24,0.0,23.04
13281,2020-06-27,2020-07-03,R571,86TH STREET - 2 AVENUE,22719.0,No,2.24,0.0,23.04
13282,2020-06-27,2020-07-03,R572,96TH STREET - 2 AVENUE,20387.0,No,2.24,0.0,23.04
13283,2020-06-27,2020-07-03,R573,SBS-Q52/53 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13284,2020-06-27,2020-07-03,R574,SBS-B82 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13285,2020-06-27,2020-07-03,R575,SBS-M14 @ LIVINGSTON PLAZA,0.0,No,2.24,0.0,23.04
13286,2020-06-20,2020-06-26,R001,WHITEHALL STREET,18700.0,No,2.22,0.0,0.26
13287,2020-06-20,2020-06-26,R003,CYPRESS HILLS,2672.0,No,2.22,0.0,0.26
13288,2020-06-20,2020-06-26,R004,75TH STREET & ELDERTS LANE,5463.0,No,2.22,0.0,0.26
13289,2020-06-20,2020-06-26,R005,85TH STREET & FOREST PKWAY,6383.0,No,2.22,0.0,0.26
13290,2020-06-20,2020-06-26,R006,WOODHAVEN BOULEVARD,6713.0,No,2.22,0.0,0.26
13291,2020-06-20,2020-06-26,R007,104TH STREET,4384.0,No,2.22,0.0,0.26
13292,2020-06-20,2020-06-26,R008,111TH STREET,3134.0,No,2.22,0.0,0.26
13293,2020-06-20,2020-06-26,R009,121ST STREET,3225.0,No,2.22,0.0,0.26
13294,2020-06-20,2020-06-26,R010,42ND STREET & 8TH AVENUE,21541.0,No,2.22,0.0,0.26
13295,2020-06-20,2020-06-26,R011,42ND STREET & 8TH AVENUE,61880.0,No,2.22,0.0,0.26
13296,2020-06-20,2020-06-26,R012,34TH STREET & 8TH AVENUE,41916.0,No,2.22,0.0,0.26
13297,2020-06-20,2020-06-26,R013,34TH STREET & 8TH AVENUE,12504.0,No,2.22,0.0,0.26
13298,2020-06-20,2020-06-26,R014,FULTON STREET,42932.0,No,2.22,0.0,0.26
13299,2020-06-20,2020-06-26,R015,FIFTH AVENUE,12608.0,No,2.22,0.0,0.26
13300,2020-06-20,2020-06-26,R016,LEXINGTON AVENUE,3476.0,No,2.22,0.0,0.26
13301,2020-06-20,2020-06-26,R017,LEXINGTON AVENUE,24721.0,No,2.22,0.0,0.26
13302,2020-06-20,2020-06-26,R018,ROOSEVELT AVE/JACKSON HTS,77840.0,No,2.22,0.0,0.26
13303,2020-06-20,2020-06-26,R019,179TH STREET & HILLSIDE AVE,28751.0,No,2.22,0.0,0.26
13304,2020-06-20,2020-06-26,R020,47-50 STREETS/ROCKEFELLER,39508.0,No,2.22,0.0,0.26
13305,2020-06-20,2020-06-26,R021,42ND STREET & 6TH AVENUE,27304.0,No,2.22,0.0,0.26
13306,2020-06-20,2020-06-26,R022,34TH STREET & 6TH AVENUE,51845.0,No,2.22,0.0,0.26
13307,2020-06-20,2020-06-26,R023,34TH STREET & 6TH AVENUE,36955.0,No,2.22,0.0,0.26
13308,2020-06-20,2020-06-26,R024,SUTPHIN BOULEVARD,30438.0,No,2.22,0.0,0.26
13309,2020-06-20,2020-06-26,R025,JAMAICA CENTER-PARSONS BLVD,49481.0,No,2.22,0.0,0.26
13310,2020-06-20,2020-06-26,R027,WALL STREET,10711.0,No,2.22,0.0,0.26
13311,2020-06-20,2020-06-26,R028,FULTON & WILLIAM STREETS,18257.0,No,2.22,0.0,0.26
13312,2020-06-20,2020-06-26,R029,PARK PLACE,26323.0,No,2.22,0.0,0.26
13313,2020-06-20,2020-06-26,R030,CHAMBERS STREET,10128.0,No,2.22,0.0,0.26
13314,2020-06-20,2020-06-26,R031,34TH STREET & 7TH AVENUE,17373.0,No,2.22,0.0,0.26
13315,2020-06-20,2020-06-26,R032,42ND STREET/TIMES SQUARE,28152.0,No,2.22,0.0,0.26
13316,2020-06-20,2020-06-26,R033,42ND STREET/TIMES SQUARE,30018.0,No,2.22,0.0,0.26
13317,2020-06-20,2020-06-26,R034,125TH STREET & BROADWAY,7917.0,No,2.22,0.0,0.26
13318,2020-06-20,2020-06-26,R035,168TH STREET & BROADWAY,29857.0,No,2.22,0.0,0.26
13319,2020-06-20,2020-06-26,R036,DYCKMAN STREET,11642.0,No,2.22,0.0,0.26
13320,2020-06-20,2020-06-26,R037,207TH STREET,9319.0,No,2.22,0.0,0.26
13321,2020-06-20,2020-06-26,R038,215TH STREET,1869.0,No,2.22,0.0,0.26
13322,2020-06-20,2020-06-26,R039,225TH STREET,7259.0,No,2.22,0.0,0.26
13323,2020-06-20,2020-06-26,R040,231ST STREET,12804.0,No,2.22,0.0,0.26
13324,2020-06-20,2020-06-26,R041,BOWLING GREEN & BATTERY PL,12983.0,No,2.22,0.0,0.26
13325,2020-06-20,2020-06-26,R042,BOWLING GREEN & BROADWAY,3176.0,No,2.22,0.0,0.26
13326,2020-06-20,2020-06-26,R043,WALL STREET,9901.0,No,2.22,0.0,0.26
13327,2020-06-20,2020-06-26,R044,BROOKLYN BRIDGE,18373.0,No,2.22,0.0,0.26
